Date.2,year,month,day,"HCC, FOB Aust"
2018-12-05,2018.0,12.0,5.0,483.46
2018-12-04,2018.0,12.0,4.0,477.3
2018-12-03,2018.0,12.0,3.0,469.1
2018-11-30,2018.0,11.0,30.0,467.58
2018-11-29,2018.0,11.0,29.0,467.58
2018-11-28,2018.0,11.0,28.0,467.58
2018-11-27,2018.0,11.0,27.0,468.42
2018-11-26,2018.0,11.0,26.0,476.28
2018-11-23,2018.0,11.0,23.0,476.28
2018-11-22,2018.0,11.0,22.0,476.28
2018-11-21,2018.0,11.0,21.0,482.66
2018-11-20,2018.0,11.0,20.0,482.66
2018-11-19,2018.0,11.0,19.0,483.98
2018-11-16,2018.0,11.0,16.0,483.98
2018-11-15,2018.0,11.0,15.0,483.98
2018-11-14,2018.0,11.0,14.0,483.98
2018-11-13,2018.0,11.0,13.0,483.98
2018-11-12,2018.0,11.0,12.0,483.98
2018-11-09,2018.0,11.0,9.0,466.94
2018-11-08,2018.0,11.0,8.0,466.94
2018-11-07,2018.0,11.0,7.0,466.42
2018-11-05,2018.0,11.0,5.0,466.42
2018-11-02,2018.0,11.0,2.0,472.8
2018-11-01,2018.0,11.0,1.0,476.0
2018-10-31,2018.0,10.0,31.0,475.12
2018-10-30,2018.0,10.0,30.0,474.64
2018-10-29,2018.0,10.0,29.0,474.64
2018-10-26,2018.0,10.0,26.0,483.18
2018-10-25,2018.0,10.0,25.0,483.18
2018-10-24,2018.0,10.0,24.0,471.54
2018-10-23,2018.0,10.0,23.0,475.4
2018-10-22,2018.0,10.0,22.0,475.4
2018-10-19,2018.0,10.0,19.0,475.4
2018-10-18,2018.0,10.0,18.0,478.42
2018-10-17,2018.0,10.0,17.0,478.42
2018-10-16,2018.0,10.0,16.0,463.22
2018-10-15,2018.0,10.0,15.0,463.32
2018-10-12,2018.0,10.0,12.0,465.3
2018-10-11,2018.0,10.0,11.0,469.7
2018-10-10,2018.0,10.0,10.0,464.72
2018-10-09,2018.0,10.0,9.0,460.54
2018-10-08,2018.0,10.0,8.0,460.54
2018-10-05,2018.0,10.0,5.0,460.54
2018-10-04,2018.0,10.0,4.0,460.54
2018-10-03,2018.0,10.0,3.0,460.54
2018-10-02,2018.0,10.0,2.0,460.54
2018-10-01,2018.0,10.0,1.0,460.54
2018-09-28,2018.0,9.0,28.0,422.12
2018-09-27,2018.0,9.0,27.0,422.12
2018-09-26,2018.0,9.0,26.0,422.12
2018-09-25,2018.0,9.0,25.0,441.96
2018-09-24,2018.0,9.0,24.0,442.84
2018-09-21,2018.0,9.0,21.0,442.84
2018-09-20,2018.0,9.0,20.0,442.84
2018-09-19,2018.0,9.0,19.0,443.42
2018-09-18,2018.0,9.0,18.0,443.42
2018-09-17,2018.0,9.0,17.0,446.1
2018-09-14,2018.0,9.0,14.0,446.1
2018-09-13,2018.0,9.0,13.0,433.9
2018-09-12,2018.0,9.0,12.0,433.9
2018-09-11,2018.0,9.0,11.0,426.94
2018-09-10,2018.0,9.0,10.0,425.06
2018-09-07,2018.0,9.0,7.0,421.02
2018-09-06,2018.0,9.0,6.0,409.3
2018-09-05,2018.0,9.0,5.0,407.76
2018-09-04,2018.0,9.0,4.0,410.16
2018-09-03,2018.0,9.0,3.0,401.3
2018-08-31,2018.0,8.0,31.0,401.02
2018-08-30,2018.0,8.0,30.0,401.02
2018-08-29,2018.0,8.0,29.0,401.02
2018-08-28,2018.0,8.0,28.0,401.02
2018-08-27,2018.0,8.0,27.0,403.3
2018-08-24,2018.0,8.0,24.0,412.24
2018-08-23,2018.0,8.0,23.0,399.94
2018-08-21,2018.0,8.0,21.0,399.94
2018-08-20,2018.0,8.0,20.0,405.58
2018-08-17,2018.0,8.0,17.0,409.24
2018-08-16,2018.0,8.0,16.0,412.8
2018-08-15,2018.0,8.0,15.0,406.42
2018-08-14,2018.0,8.0,14.0,406.42
2018-08-13,2018.0,8.0,13.0,400.92
2018-08-10,2018.0,8.0,10.0,398.88
2018-08-08,2018.0,8.0,8.0,395.36
2018-08-07,2018.0,8.0,7.0,394.24
2018-08-06,2018.0,8.0,6.0,388.82
2018-08-03,2018.0,8.0,3.0,381.52
2018-08-02,2018.0,8.0,2.0,381.52
2018-08-01,2018.0,8.0,1.0,381.52
2018-07-31,2018.0,7.0,31.0,378.06
2018-07-30,2018.0,7.0,30.0,378.06
2018-07-27,2018.0,7.0,27.0,378.06
2018-07-26,2018.0,7.0,26.0,378.06
2018-07-25,2018.0,7.0,25.0,378.98
2018-07-24,2018.0,7.0,24.0,378.98
2018-07-23,2018.0,7.0,23.0,379.86
2018-07-20,2018.0,7.0,20.0,382.18
2018-07-19,2018.0,7.0,19.0,384.3
2018-07-18,2018.0,7.0,18.0,386.44
2018-07-17,2018.0,7.0,17.0,389.82
2018-07-16,2018.0,7.0,16.0,393.96
2018-07-13,2018.0,7.0,13.0,393.96
2018-07-12,2018.0,7.0,12.0,411.48
2018-07-11,2018.0,7.0,11.0,427.82
2018-07-10,2018.0,7.0,10.0,438.2
2018-07-09,2018.0,7.0,9.0,442.64
2018-07-06,2018.0,7.0,6.0,425.66
2018-07-05,2018.0,7.0,5.0,424.38
2018-07-04,2018.0,7.0,4.0,424.38
2018-07-03,2018.0,7.0,3.0,423.22
2018-07-02,2018.0,7.0,2.0,422.12
2018-06-29,2018.0,6.0,29.0,423.42
2018-06-28,2018.0,6.0,28.0,423.42
2018-06-27,2018.0,6.0,27.0,422.94
2018-06-26,2018.0,6.0,26.0,424.38
2018-06-25,2018.0,6.0,25.0,428.12
2018-06-22,2018.0,6.0,22.0,428.12
2018-06-21,2018.0,6.0,21.0,432.46
2018-06-20,2018.0,6.0,20.0,432.46
2018-06-19,2018.0,6.0,19.0,432.46
2018-06-18,2018.0,6.0,18.0,432.46
2018-06-14,2018.0,6.0,14.0,432.46
2018-06-13,2018.0,6.0,13.0,432.46
2018-06-12,2018.0,6.0,12.0,431.3
2018-06-11,2018.0,6.0,11.0,431.3
2018-06-08,2018.0,6.0,8.0,427.86
2018-06-07,2018.0,6.0,7.0,424.82
2018-06-06,2018.0,6.0,6.0,424.82
2018-06-05,2018.0,6.0,5.0,421.9
2018-06-04,2018.0,6.0,4.0,414.28
2018-06-01,2018.0,6.0,1.0,414.28
2018-05-31,2018.0,5.0,31.0,414.26
2018-05-30,2018.0,5.0,30.0,412.14
2018-05-28,2018.0,5.0,28.0,399.0
2018-05-25,2018.0,5.0,25.0,399.0
2018-05-24,2018.0,5.0,24.0,399.0
2018-05-23,2018.0,5.0,23.0,399.0
2018-05-22,2018.0,5.0,22.0,399.0
2018-05-21,2018.0,5.0,21.0,399.0
2018-05-18,2018.0,5.0,18.0,399.0
2018-05-17,2018.0,5.0,17.0,399.0
2018-05-16,2018.0,5.0,16.0,399.0
2018-05-15,2018.0,5.0,15.0,399.0
2018-05-14,2018.0,5.0,14.0,399.0
2018-05-11,2018.0,5.0,11.0,401.06
2018-05-10,2018.0,5.0,10.0,410.46
2018-05-09,2018.0,5.0,9.0,410.46
2018-05-08,2018.0,5.0,8.0,405.88
2018-05-07,2018.0,5.0,7.0,391.28
2018-05-04,2018.0,5.0,4.0,391.28
2018-05-03,2018.0,5.0,3.0,384.66
2018-05-02,2018.0,5.0,2.0,384.66
2018-04-30,2018.0,4.0,30.0,384.66
2018-04-27,2018.0,4.0,27.0,378.12
2018-04-26,2018.0,4.0,26.0,378.12
2018-04-25,2018.0,4.0,25.0,386.88
2018-04-24,2018.0,4.0,24.0,386.88
2018-04-23,2018.0,4.0,23.0,396.72
2018-04-20,2018.0,4.0,20.0,404.62
2018-04-19,2018.0,4.0,19.0,404.62
2018-04-18,2018.0,4.0,18.0,404.62
2018-04-17,2018.0,4.0,17.0,407.3
2018-04-16,2018.0,4.0,16.0,414.48
2018-04-13,2018.0,4.0,13.0,414.48
2018-04-12,2018.0,4.0,12.0,414.48
2018-04-11,2018.0,4.0,11.0,414.48
2018-04-10,2018.0,4.0,10.0,414.48
2018-04-09,2018.0,4.0,9.0,414.48
2018-04-06,2018.0,4.0,6.0,424.28
2018-04-05,2018.0,4.0,5.0,425.26
2018-04-04,2018.0,4.0,4.0,425.26
2018-04-03,2018.0,4.0,3.0,424.68
2018-04-02,2018.0,4.0,2.0,419.1
2018-03-29,2018.0,3.0,29.0,419.1
2018-03-28,2018.0,3.0,28.0,420.62
2018-03-27,2018.0,3.0,27.0,433.76
2018-03-26,2018.0,3.0,26.0,440.78
2018-03-23,2018.0,3.0,23.0,446.16
2018-03-22,2018.0,3.0,22.0,447.46
2018-03-21,2018.0,3.0,21.0,447.46
2018-03-20,2018.0,3.0,20.0,466.8
2018-03-19,2018.0,3.0,19.0,468.94
2018-03-16,2018.0,3.0,16.0,463.54
2018-03-15,2018.0,3.0,15.0,463.28
2018-03-14,2018.0,3.0,14.0,461.22
2018-03-13,2018.0,3.0,13.0,464.34
2018-03-12,2018.0,3.0,12.0,472.48
2018-03-09,2018.0,3.0,9.0,493.6
2018-03-08,2018.0,3.0,8.0,497.44
2018-03-07,2018.0,3.0,7.0,501.56
2018-03-06,2018.0,3.0,6.0,504.68
2018-03-05,2018.0,3.0,5.0,504.68
2018-03-02,2018.0,3.0,2.0,499.6
2018-03-01,2018.0,3.0,1.0,501.12
2018-02-28,2018.0,2.0,28.0,501.12
2018-02-27,2018.0,2.0,27.0,500.64
2018-02-26,2018.0,2.0,26.0,500.04
2018-02-23,2018.0,2.0,23.0,500.04
2018-02-22,2018.0,2.0,22.0,497.44
2018-02-21,2018.0,2.0,21.0,495.7
2018-02-20,2018.0,2.0,20.0,492.14
2018-02-19,2018.0,2.0,19.0,492.14
2018-02-15,2018.0,2.0,15.0,492.14
2018-02-14,2018.0,2.0,14.0,492.14
2018-02-13,2018.0,2.0,13.0,487.76
2018-02-12,2018.0,2.0,12.0,485.42
2018-02-09,2018.0,2.0,9.0,485.42
2018-02-08,2018.0,2.0,8.0,485.42
2018-02-07,2018.0,2.0,7.0,485.42
2018-02-06,2018.0,2.0,6.0,480.74
2018-02-05,2018.0,2.0,5.0,476.78
2018-02-02,2018.0,2.0,2.0,466.88
2018-02-01,2018.0,2.0,1.0,466.88
2018-01-31,2018.0,1.0,31.0,466.88
2018-01-30,2018.0,1.0,30.0,452.28
2018-01-29,2018.0,1.0,29.0,452.28
2018-01-26,2018.0,1.0,26.0,452.28
2018-01-25,2018.0,1.0,25.0,452.28
2018-01-24,2018.0,1.0,24.0,481.46
2018-01-23,2018.0,1.0,23.0,488.64
2018-01-22,2018.0,1.0,22.0,497.26
2018-01-19,2018.0,1.0,19.0,497.26
2018-01-18,2018.0,1.0,18.0,502.3
2018-01-17,2018.0,1.0,17.0,513.14
2018-01-16,2018.0,1.0,16.0,527.46
2018-01-15,2018.0,1.0,15.0,542.3199999999999
2018-01-12,2018.0,1.0,12.0,550.58
2018-01-11,2018.0,1.0,11.0,550.58
2018-01-10,2018.0,1.0,10.0,550.58
2018-01-09,2018.0,1.0,9.0,547.78
2018-01-08,2018.0,1.0,8.0,547.78
2018-01-05,2018.0,1.0,5.0,547.78
2018-01-04,2018.0,1.0,4.0,547.78
2018-01-03,2018.0,1.0,3.0,552.76
2018-01-02,2018.0,1.0,2.0,552.76
2017-12-29,2017.0,12.0,29.0,552.76
2017-12-28,2017.0,12.0,28.0,552.76
2017-12-27,2017.0,12.0,27.0,552.76
2017-12-26,2017.0,12.0,26.0,552.76
2017-12-22,2017.0,12.0,22.0,543.94
2017-12-21,2017.0,12.0,21.0,532.78
2017-12-20,2017.0,12.0,20.0,528.8
2017-12-19,2017.0,12.0,19.0,515.22
2017-12-18,2017.0,12.0,18.0,512.56
2017-12-15,2017.0,12.0,15.0,506.24
2017-12-14,2017.0,12.0,14.0,506.24
2017-12-13,2017.0,12.0,13.0,506.24
2017-12-12,2017.0,12.0,12.0,501.56
2017-12-11,2017.0,12.0,11.0,501.56
2017-12-08,2017.0,12.0,8.0,501.56
2017-12-07,2017.0,12.0,7.0,497.26
2017-12-06,2017.0,12.0,6.0,491.16
2017-12-05,2017.0,12.0,5.0,468.52
2017-12-04,2017.0,12.0,4.0,468.52
2017-12-01,2017.0,12.0,1.0,461.7
2017-11-30,2017.0,11.0,30.0,454.94
2017-11-29,2017.0,11.0,29.0,445.22
2017-11-28,2017.0,11.0,28.0,440.26
2017-11-27,2017.0,11.0,27.0,432.4
2017-11-24,2017.0,11.0,24.0,429.5
2017-11-23,2017.0,11.0,23.0,429.5
2017-11-22,2017.0,11.0,22.0,430.5
2017-11-21,2017.0,11.0,21.0,416.26
2017-11-20,2017.0,11.0,20.0,410.3
2017-11-17,2017.0,11.0,17.0,410.12
2017-11-16,2017.0,11.0,16.0,405.74
2017-11-15,2017.0,11.0,15.0,405.74
2017-11-14,2017.0,11.0,14.0,405.74
2017-11-13,2017.0,11.0,13.0,405.74
2017-11-10,2017.0,11.0,10.0,404.58
2017-11-09,2017.0,11.0,9.0,392.86
2017-11-08,2017.0,11.0,8.0,392.86
2017-11-07,2017.0,11.0,7.0,392.86
2017-11-06,2017.0,11.0,6.0,392.32
2017-11-03,2017.0,11.0,3.0,389.16
2017-11-02,2017.0,11.0,2.0,389.16
2017-11-01,2017.0,11.0,1.0,389.16
2017-10-31,2017.0,10.0,31.0,392.26
2017-10-30,2017.0,10.0,30.0,392.54
2017-10-27,2017.0,10.0,27.0,392.54
2017-10-26,2017.0,10.0,26.0,392.54
2017-10-25,2017.0,10.0,25.0,392.54
2017-10-24,2017.0,10.0,24.0,392.54
2017-10-23,2017.0,10.0,23.0,392.54
2017-10-20,2017.0,10.0,20.0,392.54
2017-10-19,2017.0,10.0,19.0,395.44
2017-10-17,2017.0,10.0,17.0,395.44
2017-10-16,2017.0,10.0,16.0,398.32
2017-10-13,2017.0,10.0,13.0,398.32
2017-10-12,2017.0,10.0,12.0,401.02
2017-10-11,2017.0,10.0,11.0,401.02
2017-10-10,2017.0,10.0,10.0,401.02
2017-10-09,2017.0,10.0,9.0,403.62
2017-10-06,2017.0,10.0,6.0,411.36
2017-10-05,2017.0,10.0,5.0,411.36
2017-10-04,2017.0,10.0,4.0,411.36
2017-10-03,2017.0,10.0,3.0,415.86
2017-10-02,2017.0,10.0,2.0,415.86
2017-09-29,2017.0,9.0,29.0,415.86
2017-09-28,2017.0,9.0,28.0,418.12
2017-09-27,2017.0,9.0,27.0,420.84
2017-09-26,2017.0,9.0,26.0,430.78
2017-09-25,2017.0,9.0,25.0,430.78
2017-09-22,2017.0,9.0,22.0,436.04
2017-09-21,2017.0,9.0,21.0,436.04
2017-09-20,2017.0,9.0,20.0,442.38
2017-09-19,2017.0,9.0,19.0,442.38
2017-09-18,2017.0,9.0,18.0,445.9
2017-09-15,2017.0,9.0,15.0,445.9
2017-09-14,2017.0,9.0,14.0,445.9
2017-09-13,2017.0,9.0,13.0,445.9
2017-09-12,2017.0,9.0,12.0,448.92
2017-09-11,2017.0,9.0,11.0,448.92
2017-09-08,2017.0,9.0,8.0,448.92
2017-09-07,2017.0,9.0,7.0,448.92
2017-09-06,2017.0,9.0,6.0,448.92
2017-09-05,2017.0,9.0,5.0,447.62
2017-09-04,2017.0,9.0,4.0,447.62
2017-08-31,2017.0,8.0,31.0,447.92
2017-08-30,2017.0,8.0,30.0,449.7
2017-08-29,2017.0,8.0,29.0,448.92
2017-08-28,2017.0,8.0,28.0,445.64
2017-08-25,2017.0,8.0,25.0,434.78
2017-08-24,2017.0,8.0,24.0,434.12
2017-08-23,2017.0,8.0,23.0,432.48
2017-08-22,2017.0,8.0,22.0,431.4
2017-08-21,2017.0,8.0,21.0,422.0
2017-08-18,2017.0,8.0,18.0,422.0
2017-08-17,2017.0,8.0,17.0,422.0
2017-08-16,2017.0,8.0,16.0,425.96
2017-08-15,2017.0,8.0,15.0,430.7
2017-08-14,2017.0,8.0,14.0,430.7
2017-08-11,2017.0,8.0,11.0,430.7
2017-08-10,2017.0,8.0,10.0,429.56
2017-08-08,2017.0,8.0,8.0,428.94
2017-08-07,2017.0,8.0,7.0,428.94
2017-08-04,2017.0,8.0,4.0,433.42
2017-08-03,2017.0,8.0,3.0,393.1
2017-08-02,2017.0,8.0,2.0,393.1
2017-08-01,2017.0,8.0,1.0,393.1
2017-07-31,2017.0,7.0,31.0,390.7
2017-07-28,2017.0,7.0,28.0,390.7
2017-07-27,2017.0,7.0,27.0,390.7
2017-07-26,2017.0,7.0,26.0,384.46
2017-07-25,2017.0,7.0,25.0,384.46
2017-07-24,2017.0,7.0,24.0,383.26
2017-07-21,2017.0,7.0,21.0,383.26
2017-07-20,2017.0,7.0,20.0,379.16
2017-07-19,2017.0,7.0,19.0,369.36
2017-07-18,2017.0,7.0,18.0,368.98
2017-07-17,2017.0,7.0,17.0,364.76
2017-07-14,2017.0,7.0,14.0,355.68
2017-07-13,2017.0,7.0,13.0,353.76
2017-07-12,2017.0,7.0,12.0,353.16
