Date.17,year,month,day,Price.1
2010-06-27,2010.0,6.0,27.0,8675.42
2010-06-20,2010.0,6.0,20.0,8889.44
2010-06-13,2010.0,6.0,13.0,8867.14
2010-06-06,2010.0,6.0,6.0,8651.72
2010-05-30,2010.0,5.0,30.0,8689.92
2010-05-23,2010.0,5.0,23.0,8636.16
2010-05-16,2010.0,5.0,16.0,8397.64
2010-05-09,2010.0,5.0,9.0,9139.78
2010-05-02,2010.0,5.0,2.0,8859.52
2010-04-25,2010.0,4.0,25.0,9461.26
2010-04-18,2010.0,4.0,18.0,9492.66
2010-04-11,2010.0,4.0,11.0,9626.96
2010-04-04,2010.0,4.0,4.0,9486.94
2010-03-28,2010.0,3.0,28.0,9393.8
2010-03-21,2010.0,3.0,21.0,9167.08
2010-03-14,2010.0,3.0,14.0,9167.0
2010-03-07,2010.0,3.0,7.0,8964.66
2010-02-28,2010.0,2.0,28.0,8845.5
2010-02-21,2010.0,2.0,21.0,8504.74
2010-02-07,2010.0,2.0,7.0,8539.56
2010-01-31,2010.0,1.0,31.0,8200.720000000001
2010-01-24,2010.0,1.0,24.0,8815.3
2010-01-17,2010.0,1.0,17.0,9243.26
2010-01-10,2010.0,1.0,10.0,9802.58
2010-01-03,2010.0,1.0,3.0,9686.16
2009-12-27,2009.0,12.0,27.0,9608.84
2009-12-20,2009.0,12.0,20.0,9242.48
2009-12-13,2009.0,12.0,13.0,8925.86
2009-12-06,2009.0,12.0,6.0,8971.08
2009-11-29,2009.0,11.0,29.0,8736.8
2009-11-22,2009.0,11.0,22.0,8527.0
2009-11-15,2009.0,11.0,15.0,8820.4
2009-11-08,2009.0,11.0,8.0,8731.36
2009-11-01,2009.0,11.0,1.0,8578.3
2009-10-25,2009.0,10.0,25.0,8379.62
2009-10-18,2009.0,10.0,18.0,8858.4
2009-10-11,2009.0,10.0,11.0,8852.8
2009-10-04,2009.0,10.0,4.0,8657.66
2009-09-27,2009.0,9.0,27.0,8329.96
2009-09-20,2009.0,9.0,20.0,8345.46
2009-09-13,2009.0,9.0,13.0,8537.2
2009-09-06,2009.0,9.0,6.0,8291.02
2009-08-30,2009.0,8.0,30.0,8125.28
2009-08-23,2009.0,8.0,23.0,7648.2
2009-08-16,2009.0,8.0,16.0,7603.4
2009-08-09,2009.0,8.0,9.0,8156.58
2009-08-02,2009.0,8.0,2.0,7920.52
2009-07-26,2009.0,7.0,26.0,8206.939999999999
2009-07-19,2009.0,7.0,19.0,8035.66
2009-07-12,2009.0,7.0,12.0,7819.16
2009-07-05,2009.0,7.0,5.0,7736.1
2009-06-28,2009.0,6.0,28.0,7607.38
2009-06-21,2009.0,6.0,21.0,7372.62
2009-06-14,2009.0,6.0,14.0,6966.58
2009-06-07,2009.0,6.0,7.0,7260.64
2009-05-31,2009.0,5.0,31.0,7769.78
