Date.5,year,month,day,"futures, 1"
2019-02-12,2019.0,2.0,12.0,7677.0
2019-02-11,2019.0,2.0,11.0,7913.0
2019-02-08,2019.0,2.0,8.0,7789.0
2019-02-07,2019.0,2.0,7.0,7789.0
2019-02-06,2019.0,2.0,6.0,7789.0
2019-02-05,2019.0,2.0,5.0,7789.0
2019-02-04,2019.0,2.0,4.0,7789.0
2019-02-01,2019.0,2.0,1.0,7789.0
2019-01-31,2019.0,1.0,31.0,8011.0
2019-01-30,2019.0,1.0,30.0,7663.0
2019-01-29,2019.0,1.0,29.0,7629.0
2019-01-28,2019.0,1.0,28.0,7613.0
2019-01-25,2019.0,1.0,25.0,7613.0
2019-01-24,2019.0,1.0,24.0,7513.0
2019-01-23,2019.0,1.0,23.0,7481.0
2019-01-22,2019.0,1.0,22.0,7533.0
2019-01-21,2019.0,1.0,21.0,7509.0
2019-01-18,2019.0,1.0,18.0,7451.0
2019-01-17,2019.0,1.0,17.0,7313.0
2019-01-16,2019.0,1.0,16.0,7271.0
2019-01-15,2019.0,1.0,15.0,7313.0
2019-01-14,2019.0,1.0,14.0,7483.0
2019-01-11,2019.0,1.0,11.0,7373.0
2019-01-10,2019.0,1.0,10.0,7487.0
2019-01-09,2019.0,1.0,9.0,7755.0
2019-01-08,2019.0,1.0,8.0,7769.0
2019-01-07,2019.0,1.0,7.0,7769.0
2019-01-04,2019.0,1.0,4.0,7777.0
2019-01-03,2019.0,1.0,3.0,7783.0
2019-01-02,2019.0,1.0,2.0,7779.0
2019-01-01,2019.0,1.0,1.0,7811.0
2018-12-31,2018.0,12.0,31.0,7811.0
2018-12-28,2018.0,12.0,28.0,7811.0
2018-12-27,2018.0,12.0,27.0,7879.0
2018-12-26,2018.0,12.0,26.0,7779.0
2018-12-25,2018.0,12.0,25.0,7669.0
2018-12-24,2018.0,12.0,24.0,7733.0
2018-12-21,2018.0,12.0,21.0,7723.0
2018-12-20,2018.0,12.0,20.0,7649.0
2018-12-19,2018.0,12.0,19.0,7619.0
2018-12-18,2018.0,12.0,18.0,7569.0
2018-12-17,2018.0,12.0,17.0,7273.0
2018-12-14,2018.0,12.0,14.0,7273.0
2018-12-13,2018.0,12.0,13.0,7273.0
2018-12-12,2018.0,12.0,12.0,7273.0
2018-12-11,2018.0,12.0,11.0,7273.0
2018-12-10,2018.0,12.0,10.0,7273.0
2018-12-07,2018.0,12.0,7.0,7393.0
2018-12-06,2018.0,12.0,6.0,7473.0
2018-12-05,2018.0,12.0,5.0,7473.0
2018-12-04,2018.0,12.0,4.0,7473.0
2018-12-03,2018.0,12.0,3.0,7433.0
2018-11-30,2018.0,11.0,30.0,7251.0
2018-11-29,2018.0,11.0,29.0,7433.0
2018-11-28,2018.0,11.0,28.0,7415.0
2018-11-27,2018.0,11.0,27.0,7479.0
2018-11-26,2018.0,11.0,26.0,7723.0
2018-11-23,2018.0,11.0,23.0,7989.0
2018-11-22,2018.0,11.0,22.0,8129.0
2018-11-21,2018.0,11.0,21.0,8051.0
2018-11-20,2018.0,11.0,20.0,8713.0
2018-11-19,2018.0,11.0,19.0,8713.0
2018-11-16,2018.0,11.0,16.0,8713.0
2018-11-15,2018.0,11.0,15.0,9013.0
2018-11-14,2018.0,11.0,14.0,9013.0
2018-11-13,2018.0,11.0,13.0,9013.0
2018-11-12,2018.0,11.0,12.0,9013.0
2018-11-09,2018.0,11.0,9.0,9053.0
2018-11-08,2018.0,11.0,8.0,9053.0
2018-11-07,2018.0,11.0,7.0,9053.0
2018-11-06,2018.0,11.0,6.0,9053.0
2018-11-05,2018.0,11.0,5.0,9153.0
2018-11-02,2018.0,11.0,2.0,9153.0
2018-11-01,2018.0,11.0,1.0,9193.0
2018-10-31,2018.0,10.0,31.0,9563.0
2018-10-30,2018.0,10.0,30.0,9245.0
2018-10-29,2018.0,10.0,29.0,9223.0
2018-10-26,2018.0,10.0,26.0,9183.0
2018-10-25,2018.0,10.0,25.0,9163.0
2018-10-24,2018.0,10.0,24.0,9193.0
2018-10-23,2018.0,10.0,23.0,9173.0
2018-10-22,2018.0,10.0,22.0,9197.0
2018-10-19,2018.0,10.0,19.0,9097.0
2018-10-18,2018.0,10.0,18.0,9183.0
2018-10-17,2018.0,10.0,17.0,9153.0
2018-10-16,2018.0,10.0,16.0,9143.0
2018-10-15,2018.0,10.0,15.0,9953.0
2018-10-12,2018.0,10.0,12.0,9533.0
2018-10-11,2018.0,10.0,11.0,9593.0
2018-10-10,2018.0,10.0,10.0,9543.0
2018-10-09,2018.0,10.0,9.0,9345.0
2018-10-08,2018.0,10.0,8.0,9311.0
2018-10-05,2018.0,10.0,5.0,9193.0
2018-10-04,2018.0,10.0,4.0,9193.0
2018-10-03,2018.0,10.0,3.0,9193.0
2018-10-02,2018.0,10.0,2.0,9193.0
2018-10-01,2018.0,10.0,1.0,9193.0
2018-09-28,2018.0,9.0,28.0,9193.0
2018-09-27,2018.0,9.0,27.0,9193.0
2018-09-26,2018.0,9.0,26.0,9169.0
2018-09-25,2018.0,9.0,25.0,9203.0
2018-09-24,2018.0,9.0,24.0,9185.0
2018-09-21,2018.0,9.0,21.0,9185.0
2018-09-20,2018.0,9.0,20.0,9169.0
2018-09-19,2018.0,9.0,19.0,9153.0
2018-09-18,2018.0,9.0,18.0,9121.0
2018-09-17,2018.0,9.0,17.0,9733.0
2018-09-14,2018.0,9.0,14.0,9733.0
2018-09-13,2018.0,9.0,13.0,9733.0
2018-09-12,2018.0,9.0,12.0,9733.0
2018-09-11,2018.0,9.0,11.0,9733.0
2018-09-10,2018.0,9.0,10.0,9593.0
2018-09-07,2018.0,9.0,7.0,9593.0
2018-09-06,2018.0,9.0,6.0,9573.0
2018-09-05,2018.0,9.0,5.0,9573.0
2018-09-04,2018.0,9.0,4.0,9413.0
2018-09-03,2018.0,9.0,3.0,9507.0
2018-08-31,2018.0,8.0,31.0,9627.0
2018-08-30,2018.0,8.0,30.0,9147.0
2018-08-29,2018.0,8.0,29.0,9097.0
2018-08-28,2018.0,8.0,28.0,9031.0
2018-08-27,2018.0,8.0,27.0,9033.0
2018-08-24,2018.0,8.0,24.0,9017.0
2018-08-23,2018.0,8.0,23.0,9003.0
2018-08-22,2018.0,8.0,22.0,9075.0
2018-08-21,2018.0,8.0,21.0,9165.0
2018-08-20,2018.0,8.0,20.0,9157.0
2018-08-17,2018.0,8.0,17.0,9113.0
2018-08-16,2018.0,8.0,16.0,8885.0
2018-08-15,2018.0,8.0,15.0,8433.0
2018-08-14,2018.0,8.0,14.0,8433.0
2018-08-13,2018.0,8.0,13.0,8433.0
2018-08-10,2018.0,8.0,10.0,8433.0
2018-08-09,2018.0,8.0,9.0,8433.0
2018-08-08,2018.0,8.0,8.0,8433.0
2018-08-07,2018.0,8.0,7.0,8409.0
2018-08-06,2018.0,8.0,6.0,8409.0
2018-08-03,2018.0,8.0,3.0,8409.0
2018-08-02,2018.0,8.0,2.0,8409.0
2018-08-01,2018.0,8.0,1.0,8409.0
2018-07-31,2018.0,7.0,31.0,8409.0
2018-07-30,2018.0,7.0,30.0,8467.0
2018-07-27,2018.0,7.0,27.0,8433.0
2018-07-26,2018.0,7.0,26.0,8309.0
2018-07-25,2018.0,7.0,25.0,8365.0
2018-07-24,2018.0,7.0,24.0,8365.0
2018-07-23,2018.0,7.0,23.0,8249.0
2018-07-20,2018.0,7.0,20.0,8205.0
2018-07-19,2018.0,7.0,19.0,8235.0
2018-07-18,2018.0,7.0,18.0,8259.0
2018-07-17,2018.0,7.0,17.0,8257.0
2018-07-16,2018.0,7.0,16.0,8093.0
2018-07-13,2018.0,7.0,13.0,8093.0
2018-07-12,2018.0,7.0,12.0,8093.0
2018-07-11,2018.0,7.0,11.0,8093.0
2018-07-10,2018.0,7.0,10.0,7943.0
2018-07-09,2018.0,7.0,9.0,8085.0
2018-07-06,2018.0,7.0,6.0,8085.0
2018-07-05,2018.0,7.0,5.0,8093.0
2018-07-04,2018.0,7.0,4.0,8093.0
2018-07-03,2018.0,7.0,3.0,8407.0
2018-07-02,2018.0,7.0,2.0,8465.0
2018-06-29,2018.0,6.0,29.0,8437.0
2018-06-28,2018.0,6.0,28.0,8449.0
2018-06-27,2018.0,6.0,27.0,8297.0
2018-06-26,2018.0,6.0,26.0,8233.0
2018-06-25,2018.0,6.0,25.0,8233.0
2018-06-22,2018.0,6.0,22.0,8273.0
2018-06-21,2018.0,6.0,21.0,8313.0
2018-06-20,2018.0,6.0,20.0,8347.0
2018-06-19,2018.0,6.0,19.0,8263.0
2018-06-18,2018.0,6.0,18.0,9033.0
2018-06-15,2018.0,6.0,15.0,9033.0
2018-06-14,2018.0,6.0,14.0,9033.0
2018-06-13,2018.0,6.0,13.0,9033.0
2018-06-12,2018.0,6.0,12.0,9033.0
2018-06-11,2018.0,6.0,11.0,8499.0
2018-06-08,2018.0,6.0,8.0,8579.0
2018-06-07,2018.0,6.0,7.0,8565.0
2018-06-06,2018.0,6.0,6.0,8553.0
2018-06-05,2018.0,6.0,5.0,8431.0
2018-06-04,2018.0,6.0,4.0,8431.0
2018-06-01,2018.0,6.0,1.0,8403.0
2018-05-31,2018.0,5.0,31.0,8607.0
2018-05-30,2018.0,5.0,30.0,8163.0
2018-05-29,2018.0,5.0,29.0,8053.0
2018-05-28,2018.0,5.0,28.0,8057.0
2018-05-25,2018.0,5.0,25.0,8081.0
2018-05-24,2018.0,5.0,24.0,8091.0
2018-05-23,2018.0,5.0,23.0,8065.0
2018-05-22,2018.0,5.0,22.0,8165.0
2018-05-21,2018.0,5.0,21.0,8169.0
2018-05-18,2018.0,5.0,18.0,8201.0
2018-05-17,2018.0,5.0,17.0,8213.0
2018-05-16,2018.0,5.0,16.0,8193.0
2018-05-15,2018.0,5.0,15.0,7993.0
2018-05-14,2018.0,5.0,14.0,8053.0
2018-05-11,2018.0,5.0,11.0,7833.0
2018-05-10,2018.0,5.0,10.0,8167.0
2018-05-09,2018.0,5.0,9.0,8133.0
2018-05-08,2018.0,5.0,8.0,8243.0
2018-05-07,2018.0,5.0,7.0,8243.0
2018-05-04,2018.0,5.0,4.0,8165.0
2018-05-03,2018.0,5.0,3.0,8091.0
2018-05-02,2018.0,5.0,2.0,8229.0
2018-05-01,2018.0,5.0,1.0,7941.0
2018-04-30,2018.0,4.0,30.0,7941.0
2018-04-27,2018.0,4.0,27.0,7941.0
2018-04-26,2018.0,4.0,26.0,7877.0
2018-04-25,2018.0,4.0,25.0,7827.0
2018-04-24,2018.0,4.0,24.0,7813.0
2018-04-23,2018.0,4.0,23.0,7665.0
2018-04-20,2018.0,4.0,20.0,7495.0
2018-04-19,2018.0,4.0,19.0,7591.0
2018-04-18,2018.0,4.0,18.0,7483.0
2018-04-17,2018.0,4.0,17.0,7407.0
2018-04-16,2018.0,4.0,16.0,7433.0
2018-04-13,2018.0,4.0,13.0,7433.0
2018-04-12,2018.0,4.0,12.0,7433.0
2018-04-11,2018.0,4.0,11.0,7433.0
2018-04-10,2018.0,4.0,10.0,7345.0
2018-04-09,2018.0,4.0,9.0,7345.0
2018-04-06,2018.0,4.0,6.0,7345.0
2018-04-05,2018.0,4.0,5.0,7345.0
2018-04-04,2018.0,4.0,4.0,7345.0
2018-04-03,2018.0,4.0,3.0,7233.0
2018-04-02,2018.0,4.0,2.0,7369.0
2018-03-30,2018.0,3.0,30.0,7285.0
2018-03-29,2018.0,3.0,29.0,7013.0
2018-03-28,2018.0,3.0,28.0,6905.0
2018-03-27,2018.0,3.0,27.0,6903.0
2018-03-26,2018.0,3.0,26.0,6867.0
2018-03-23,2018.0,3.0,23.0,6967.0
2018-03-22,2018.0,3.0,22.0,7367.0
2018-03-21,2018.0,3.0,21.0,7439.0
2018-03-20,2018.0,3.0,20.0,7477.0
2018-03-19,2018.0,3.0,19.0,7537.0
2018-03-16,2018.0,3.0,16.0,8001.0
2018-03-15,2018.0,3.0,15.0,8001.0
2018-03-14,2018.0,3.0,14.0,8013.0
2018-03-13,2018.0,3.0,13.0,7993.0
2018-03-12,2018.0,3.0,12.0,8349.0
2018-03-09,2018.0,3.0,9.0,7711.0
2018-03-08,2018.0,3.0,8.0,8033.0
2018-03-07,2018.0,3.0,7.0,8403.0
2018-03-06,2018.0,3.0,6.0,8277.0
2018-03-05,2018.0,3.0,5.0,8287.0
2018-03-02,2018.0,3.0,2.0,8271.0
2018-03-01,2018.0,3.0,1.0,8513.0
2018-02-28,2018.0,2.0,28.0,8349.0
2018-02-27,2018.0,2.0,27.0,8287.0
2018-02-26,2018.0,2.0,26.0,8255.0
2018-02-23,2018.0,2.0,23.0,7933.0
2018-02-22,2018.0,2.0,22.0,7877.0
2018-02-21,2018.0,2.0,21.0,8017.0
2018-02-20,2018.0,2.0,20.0,8017.0
2018-02-19,2018.0,2.0,19.0,8017.0
2018-02-16,2018.0,2.0,16.0,8017.0
2018-02-15,2018.0,2.0,15.0,8017.0
2018-02-14,2018.0,2.0,14.0,8017.0
2018-02-13,2018.0,2.0,13.0,7975.0
2018-02-12,2018.0,2.0,12.0,7971.0
