Date.3,year,month,day,"Fe 62%, CFR country1"
2011-02-02,2011,2,2,399.72
2011-02-01,2011,2,1,399.72
2011-01-31,2011,1,31,400.18
2011-01-28,2011,1,28,400.52
2011-01-27,2011,1,27,400.74
2011-01-26,2011,1,26,399.42
2011-01-25,2011,1,25,399.96
2011-01-24,2011,1,24,401.86
2011-01-21,2011,1,21,399.8
2011-01-20,2011,1,20,399.32
2011-01-19,2011,1,19,395.6
2011-01-18,2011,1,18,393.14
2011-01-17,2011,1,17,386.5
2011-01-14,2011,1,14,382.44
2011-01-13,2011,1,13,381.04
2011-01-12,2011,1,12,379.96
2011-01-11,2011,1,11,377.68
2011-01-10,2011,1,10,376.32
2011-01-07,2011,1,7,375.86
2011-01-06,2011,1,6,371.1
2011-01-05,2011,1,5,371.96
2011-01-04,2011,1,4,367.92
2011-01-03,2011,1,3,367.26
2010-12-31,2010,12,31,367.26
2010-12-30,2010,12,30,367.98
2010-12-29,2010,12,29,368.22
2010-12-28,2010,12,28,367.92
2010-12-27,2010,12,27,368.18
2010-12-24,2010,12,24,367.64
2010-12-23,2010,12,23,370.18
2010-12-22,2010,12,22,368.94
2010-12-21,2010,12,21,367.82
2010-12-20,2010,12,20,367.74
2010-12-17,2010,12,17,367.52
2010-12-16,2010,12,16,367.56
2010-12-15,2010,12,15,368.46
2010-12-14,2010,12,14,367.8
2010-12-13,2010,12,13,367.34
2010-12-10,2010,12,10,362.14
2010-12-09,2010,12,9,361.84
2010-12-08,2010,12,8,360.4
2010-12-07,2010,12,7,360.58
2010-12-06,2010,12,6,358.54
2010-12-03,2010,12,3,359.94
2010-12-02,2010,12,2,358.26
2010-12-01,2010,12,1,357.02
2010-11-30,2010,11,30,357.16
2010-11-29,2010,11,29,354.1
2010-11-26,2010,11,26,354.6
2010-11-25,2010,11,25,355.56
2010-11-24,2010,11,24,356.26
2010-11-23,2010,11,23,353.58
2010-11-22,2010,11,22,348.64
2010-11-19,2010,11,19,348.06
2010-11-18,2010,11,18,349.58
2010-11-17,2010,11,17,349.6
2010-11-16,2010,11,16,345.28
2010-11-15,2010,11,15,343.38
2010-11-12,2010,11,12,345.04
2010-11-11,2010,11,11,347.64
2010-11-10,2010,11,10,344.3
2010-11-09,2010,11,9,339.94
2010-11-08,2010,11,8,337.56
2010-11-05,2010,11,5,335.78
2010-11-04,2010,11,4,333.04
2010-11-03,2010,11,3,331.48
2010-11-02,2010,11,2,328.08
2010-11-01,2010,11,1,328.14
2010-10-29,2010,10,29,327.02
2010-10-28,2010,10,28,326.5
2010-10-27,2010,10,27,325.54
2010-10-26,2010,10,26,325.8
2010-10-25,2010,10,25,326.82
2010-10-22,2010,10,22,329.36
2010-10-21,2010,10,21,329.2
2010-10-20,2010,10,20,329.5
2010-10-19,2010,10,19,331.0
2010-10-18,2010,10,18,331.44
2010-10-15,2010,10,15,330.22
2010-10-14,2010,10,14,331.62
2010-10-13,2010,10,13,331.28
2010-10-12,2010,10,12,327.84
2010-10-11,2010,10,11,323.6
2010-10-08,2010,10,8,319.44
2010-10-07,2010,10,7,313.42
2010-10-06,2010,10,6,313.42
2010-10-05,2010,10,5,313.42
2010-10-04,2010,10,4,313.42
2010-10-01,2010,10,1,313.42
2010-09-30,2010,9,30,313.42
2010-09-29,2010,9,29,310.08
2010-09-28,2010,9,28,308.26
2010-09-27,2010,9,27,309.4
2010-09-24,2010,9,24,305.56
2010-09-23,2010,9,23,305.56
2010-09-22,2010,9,22,305.56
2010-09-21,2010,9,21,305.56
2010-09-20,2010,9,20,303.96
2010-09-17,2010,9,17,305.94
2010-09-16,2010,9,16,306.56
2010-09-15,2010,9,15,308.26
2010-09-14,2010,9,14,307.8
2010-09-13,2010,9,13,308.82
2010-09-10,2010,9,10,309.16
2010-09-09,2010,9,9,307.76
2010-09-08,2010,9,8,311.14
2010-09-07,2010,9,7,315.04
2010-09-06,2010,9,6,316.48
2010-09-03,2010,9,3,314.12
2010-09-02,2010,9,2,317.54
2010-09-01,2010,9,1,313.46
2010-08-31,2010,8,31,315.64
2010-08-30,2010,8,30,316.04
2010-08-27,2010,8,27,318.36
2010-08-26,2010,8,26,319.82
2010-08-25,2010,8,25,321.62
2010-08-24,2010,8,24,324.66
2010-08-23,2010,8,23,325.38
2010-08-20,2010,8,20,328.42
2010-08-19,2010,8,19,327.2
2010-08-18,2010,8,18,327.02
2010-08-17,2010,8,17,326.24
2010-08-16,2010,8,16,321.34
2010-08-13,2010,8,13,321.06
2010-08-12,2010,8,12,323.74
2010-08-11,2010,8,11,323.24
2010-08-10,2010,8,10,318.2
2010-08-09,2010,8,9,312.7
2010-08-06,2010,8,6,311.0
2010-08-05,2010,8,5,310.64
2010-08-04,2010,8,4,317.38
2010-08-03,2010,8,3,310.8
2010-08-02,2010,8,2,305.06
2010-07-30,2010,7,30,301.1
2010-07-29,2010,7,29,300.88
2010-07-28,2010,7,28,298.82
2010-07-27,2010,7,27,298.32
2010-07-26,2010,7,26,294.98
2010-07-23,2010,7,23,283.52
2010-07-22,2010,7,22,283.84
2010-07-21,2010,7,21,271.88
2010-07-20,2010,7,20,267.02
2010-07-19,2010,7,19,266.8
2010-07-16,2010,7,16,263.68
2010-07-15,2010,7,15,264.7
2010-07-14,2010,7,14,270.66
2010-07-13,2010,7,13,266.78
2010-07-12,2010,7,12,268.88
2010-07-09,2010,7,9,274.08
2010-07-08,2010,7,8,275.38
2010-07-07,2010,7,7,279.94
2010-07-06,2010,7,6,288.14
2010-07-05,2010,7,5,289.18
2010-07-02,2010,7,2,297.02
2010-07-01,2010,7,1,300.26
2010-06-30,2010,6,30,304.0
2010-06-29,2010,6,29,308.76
2010-06-28,2010,6,28,310.38
2010-06-25,2010,6,25,312.38
2010-06-24,2010,6,24,314.64
2010-06-23,2010,6,23,316.0
2010-06-22,2010,6,22,318.5
2010-06-21,2010,6,21,318.3
2010-06-18,2010,6,18,320.72
2010-06-17,2010,6,17,319.02
2010-06-16,2010,6,16,318.46
2010-06-15,2010,6,15,318.46
2010-06-14,2010,6,14,318.46
2010-06-11,2010,6,11,318.88
2010-06-10,2010,6,10,321.16
2010-06-09,2010,6,9,321.14
2010-06-08,2010,6,8,324.96
2010-06-07,2010,6,7,324.44
2010-06-04,2010,6,4,317.36
2010-06-03,2010,6,3,313.92
2010-06-02,2010,6,2,315.16
2010-06-01,2010,6,1,311.06
2010-05-31,2010,5,31,314.94
2010-05-28,2010,5,28,314.04
2010-05-27,2010,5,27,313.28
2010-05-26,2010,5,26,312.36
2010-05-25,2010,5,25,308.42
2010-05-24,2010,5,24,310.94
2010-05-21,2010,5,21,326.16
2010-05-20,2010,5,20,336.54
2010-05-19,2010,5,19,343.44
2010-05-18,2010,5,18,351.46
2010-05-17,2010,5,17,359.66
2010-05-14,2010,5,14,365.4
2010-05-13,2010,5,13,367.9
2010-05-12,2010,5,12,371.0
2010-05-11,2010,5,11,375.82
2010-05-10,2010,5,10,379.04
2010-05-07,2010,5,7,379.88
2010-05-06,2010,5,6,379.32
2010-05-05,2010,5,5,383.14
2010-05-04,2010,5,4,382.2
2010-05-03,2010,5,3,377.96
2010-04-30,2010,4,30,378.56
2010-04-29,2010,4,29,379.86
2010-04-28,2010,4,28,384.3
2010-04-27,2010,4,27,386.32
2010-04-26,2010,4,26,387.84
2010-04-23,2010,4,23,389.96
2010-04-22,2010,4,22,396.56
2010-04-21,2010,4,21,391.82
2010-04-20,2010,4,20,389.52
2010-04-19,2010,4,19,382.92
2010-04-16,2010,4,16,380.28
2010-04-15,2010,4,15,377.44
2010-04-14,2010,4,14,376.62
2010-04-13,2010,4,13,368.74
2010-04-12,2010,4,12,362.54
2010-04-09,2010,4,9,357.62
2010-04-08,2010,4,8,353.7
2010-04-07,2010,4,7,351.12
2010-04-06,2010,4,6,350.2
2010-04-05,2010,4,5,344.66
2010-04-02,2010,4,2,344.66
2010-04-01,2010,4,1,344.06
2010-03-31,2010,3,31,333.92
2010-03-30,2010,3,30,333.5
2010-03-29,2010,3,29,333.62
2010-03-26,2010,3,26,329.42
2010-03-25,2010,3,25,326.8
2010-03-24,2010,3,24,323.92
2010-03-23,2010,3,23,322.54
2010-03-22,2010,3,22,317.74
2010-03-19,2010,3,19,314.3
2010-03-18,2010,3,18,309.84
2010-03-17,2010,3,17,307.66
2010-03-16,2010,3,16,303.86
2010-03-15,2010,3,15,302.12
2010-03-12,2010,3,12,300.86
2010-03-11,2010,3,11,293.4
2010-03-10,2010,3,10,291.0
2010-03-09,2010,3,9,290.22
2010-03-08,2010,3,8,292.38
2010-03-05,2010,3,5,293.62
2010-03-04,2010,3,4,292.9
2010-03-03,2010,3,3,293.5
2010-03-02,2010,3,2,298.52
2010-03-01,2010,3,1,298.26
2010-02-26,2010,2,26,297.46
2010-02-25,2010,2,25,294.52
2010-02-24,2010,2,24,291.24
2010-02-23,2010,2,23,291.0
2010-02-22,2010,2,22,290.26
2010-02-19,2010,2,19,283.98
2010-02-18,2010,2,18,283.98
2010-02-17,2010,2,17,283.98
2010-02-16,2010,2,16,283.98
2010-02-15,2010,2,15,283.98
2010-02-12,2010,2,12,283.98
2010-02-11,2010,2,11,283.72
2010-02-10,2010,2,10,280.56
2010-02-09,2010,2,9,278.82
2010-02-08,2010,2,8,279.14
2010-02-05,2010,2,5,280.74
2010-02-04,2010,2,4,279.5
2010-02-03,2010,2,3,275.86
2010-02-02,2010,2,2,275.66
2010-02-01,2010,2,1,273.04
2010-01-29,2010,1,29,271.34
2010-01-28,2010,1,28,271.64
2010-01-27,2010,1,27,269.68
2010-01-26,2010,1,26,273.7
2010-01-25,2010,1,25,278.6
2010-01-22,2010,1,22,279.22
2010-01-21,2010,1,21,279.54
2010-01-20,2010,1,20,282.48
2010-01-19,2010,1,19,285.64
2010-01-18,2010,1,18,287.44
2010-01-15,2010,1,15,288.7
2010-01-14,2010,1,14,287.4
2010-01-13,2010,1,13,287.48
2010-01-12,2010,1,12,280.78
2010-01-11,2010,1,11,285.62
2010-01-08,2010,1,8,288.22
2010-01-07,2010,1,7,279.44
2010-01-06,2010,1,6,276.9
2010-01-05,2010,1,5,272.7
2010-01-04,2010,1,4,267.92
2010-01-01,2010,1,1,259.68
2009-12-31,2009,12,31,259.68
2009-12-30,2009,12,30,252.14
2009-12-29,2009,12,29,250.86
2009-12-28,2009,12,28,247.2
2009-12-25,2009,12,25,247.2
2009-12-24,2009,12,24,247.2
2009-12-23,2009,12,23,246.7
2009-12-22,2009,12,22,246.14
2009-12-21,2009,12,21,245.56
2009-12-18,2009,12,18,246.1
2009-12-17,2009,12,17,245.32
2009-12-16,2009,12,16,240.6
2009-12-15,2009,12,15,237.32
2009-12-14,2009,12,14,235.56
2009-12-11,2009,12,11,234.24
2009-12-10,2009,12,10,233.82
2009-12-09,2009,12,9,231.38
2009-12-08,2009,12,8,229.76
2009-12-07,2009,12,7,229.04
2009-12-04,2009,12,4,230.68
2009-12-03,2009,12,3,228.94
2009-12-02,2009,12,2,228.48
2009-12-01,2009,12,1,228.34
2009-11-30,2009,11,30,234.32
2009-11-27,2009,11,27,236.06
2009-11-26,2009,11,26,235.94
2009-11-25,2009,11,25,237.88
2009-11-24,2009,11,24,239.56
2009-11-23,2009,11,23,238.84
2009-11-20,2009,11,20,235.88
2009-11-19,2009,11,19,235.94
2009-11-18,2009,11,18,237.12
2009-11-17,2009,11,17,234.34
2009-11-16,2009,11,16,234.62
2009-11-13,2009,11,13,231.58
2009-11-12,2009,11,12,229.68
2009-11-11,2009,11,11,225.96
2009-11-10,2009,11,10,226.22
2009-11-09,2009,11,9,225.2
2009-11-06,2009,11,6,224.6
2009-11-05,2009,11,5,220.7
2009-11-04,2009,11,4,217.46
2009-11-03,2009,11,3,214.6
2009-11-02,2009,11,2,211.46
2009-10-30,2009,10,30,210.84
2009-10-29,2009,10,29,210.72
2009-10-28,2009,10,28,210.5
2009-10-27,2009,10,27,211.16
2009-10-26,2009,10,26,209.5
2009-10-23,2009,10,23,209.04
2009-10-22,2009,10,22,208.72
2009-10-21,2009,10,21,206.32
2009-10-20,2009,10,20,205.44
2009-10-19,2009,10,19,203.4
2009-10-16,2009,10,16,202.4
2009-10-15,2009,10,15,201.82
2009-10-14,2009,10,14,201.78
2009-10-13,2009,10,13,205.76
2009-10-12,2009,10,12,205.16
2009-10-09,2009,10,9,204.96
2009-10-08,2009,10,8,203.12
2009-10-07,2009,10,7,203.12
2009-10-06,2009,10,6,203.12
2009-10-05,2009,10,5,203.12
2009-10-02,2009,10,2,203.12
2009-10-01,2009,10,1,203.12
2009-09-30,2009,9,30,203.12
2009-09-29,2009,9,29,204.36
2009-09-28,2009,9,28,204.26
2009-09-25,2009,9,25,203.74
2009-09-24,2009,9,24,202.04
2009-09-23,2009,9,23,201.16
2009-09-22,2009,9,22,196.82
2009-09-21,2009,9,21,195.28
2009-09-18,2009,9,18,194.62
2009-09-17,2009,9,17,195.98
2009-09-16,2009,9,16,190.36
2009-09-15,2009,9,15,189.34
2009-09-14,2009,9,14,190.48
2009-09-11,2009,9,11,187.5
2009-09-10,2009,9,10,186.76
2009-09-09,2009,9,9,184.56
2009-09-08,2009,9,8,183.78
2009-09-07,2009,9,7,183.88
2009-09-04,2009,9,4,183.52
2009-09-03,2009,9,3,185.46
2009-09-02,2009,9,2,187.78
2009-09-01,2009,9,1,191.22
2009-08-31,2009,8,31,198.42
2009-08-28,2009,8,28,197.88
2009-08-27,2009,8,27,200.7
2009-08-26,2009,8,26,202.0
2009-08-25,2009,8,25,209.64
2009-08-24,2009,8,24,211.2
2009-08-21,2009,8,21,215.82
2009-08-20,2009,8,20,221.6
2009-08-19,2009,8,19,220.78
2009-08-18,2009,8,18,223.26
2009-08-17,2009,8,17,231.08
2009-08-14,2009,8,14,235.3
2009-08-13,2009,8,13,236.88
2009-08-12,2009,8,12,238.86
2009-08-11,2009,8,11,238.08
2009-08-10,2009,8,10,237.84
2009-08-07,2009,8,7,238.88
2009-08-06,2009,8,6,238.2
2009-08-05,2009,8,5,228.66
2009-08-04,2009,8,4,227.94
2009-08-03,2009,8,3,221.34
2009-07-31,2009,7,31,219.62
2009-07-30,2009,7,30,219.1
2009-07-29,2009,7,29,213.66
2009-07-28,2009,7,28,214.66
2009-07-27,2009,7,27,214.08
2009-07-24,2009,7,24,211.52
2009-07-23,2009,7,23,208.94
2009-07-22,2009,7,22,208.52
2009-07-21,2009,7,21,204.6
2009-07-20,2009,7,20,201.88
2009-07-17,2009,7,17,200.64
2009-07-16,2009,7,16,195.32
2009-07-15,2009,7,15,196.52
2009-07-14,2009,7,14,194.56
2009-07-13,2009,7,13,196.24
2009-07-10,2009,7,10,194.68
2009-07-09,2009,7,9,195.42
2009-07-08,2009,7,8,193.16
2009-07-07,2009,7,7,191.92
2009-07-06,2009,7,6,188.36
2009-07-03,2009,7,3,189.94
2009-07-02,2009,7,2,188.16
2009-07-01,2009,7,1,186.0
2009-06-30,2009,6,30,185.58
2009-06-29,2009,6,29,184.3
2009-06-26,2009,6,26,184.64
2009-06-25,2009,6,25,183.74
2009-06-24,2009,6,24,185.86
2009-06-23,2009,6,23,185.78
2009-06-22,2009,6,22,185.52
2009-06-19,2009,6,19,184.0
2009-06-18,2009,6,18,183.34
2009-06-17,2009,6,17,184.18
2009-06-16,2009,6,16,184.4
2009-06-15,2009,6,15,178.44
2009-06-12,2009,6,12,177.62
2009-06-11,2009,6,11,178.04
2009-06-10,2009,6,10,178.16
2009-06-09,2009,6,9,175.4
2009-06-08,2009,6,8,178.22
2009-06-05,2009,6,5,173.66
2009-06-04,2009,6,4,174.3
2009-06-03,2009,6,3,166.86
2009-06-02,2009,6,2,165.68
2009-06-01,2009,6,1,167.56
2009-05-29,2009,5,29,161.12
2009-05-28,2009,5,28,161.12
2009-05-27,2009,5,27,163.44
2009-05-22,2009,5,22,161.3
2009-05-15,2009,5,15,160.34
2009-05-08,2009,5,8,155.76
2009-05-01,2009,5,1,153.62
2009-04-24,2009,4,24,150.46
2009-04-17,2009,4,17,151.46
2009-04-10,2009,4,10,152.92
2009-04-03,2009,4,3,153.96
2009-03-27,2009,3,27,152.4
2009-03-20,2009,3,20,157.94
2009-03-13,2009,3,13,157.74
2009-03-06,2009,3,6,162.62
2009-02-27,2009,2,27,171.08
2009-02-20,2009,2,20,182.96
2009-02-13,2009,2,13,196.72
2009-02-06,2009,2,6,190.66
2009-01-30,2009,1,30,181.5
2009-01-23,2009,1,23,179.68
2009-01-16,2009,1,16,181.18
2009-01-09,2009,1,9,180.28
2009-01-02,2009,1,2,178.08
2008-12-26,2008,12,26,185.86
2008-12-19,2008,12,19,181.3
2008-12-12,2008,12,12,171.76
2008-12-05,2008,12,5,164.64
2008-11-28,2008,11,28,157.54
2008-11-21,2008,11,21,151.34
2008-11-14,2008,11,14,154.48
2008-11-07,2008,11,7,156.1
2008-10-31,2008,10,31,150.34
2008-10-24,2008,10,24,166.8
2008-10-17,2008,10,17,183.42
2008-10-10,2008,10,10,207.24
2008-10-03,2008,10,3,236.68
2008-09-26,2008,9,26,243.98
2008-09-19,2008,9,19,266.8
2008-09-12,2008,9,12,283.24
2008-09-05,2008,9,5,311.5
2008-08-29,2008,8,29,327.06
2008-08-22,2008,8,22,339.76
2008-08-15,2008,8,15,357.78
2008-08-08,2008,8,8,370.72
2008-08-01,2008,8,1,379.2
2008-07-25,2008,7,25,394.22
2008-07-18,2008,7,18,386.22
2008-07-11,2008,7,11,383.46
2008-07-04,2008,7,4,385.64
2008-06-27,2008,6,27,370.72
2008-06-20,2008,6,20,369.8
2008-06-13,2008,6,13,368.98
2008-06-06,2008,6,6,375.3
2008-05-30,2008,5,30,380.72
2008-05-23,2008,5,23,394.04
